,user,text
189,EngrCons,"This gentleman is really putting all his efforts to overcome #coronavirus and he's sincere and tireless hardwork is highly appreciated. Hats off @MuradAliShahPPP @CM_Sindh.
May Allah success you.
@murtazawahab1 @SaeedGhani1 @BBhuttoZardari @AAliZardari @BakhtawarBZ @SindhGovt1"
190,RachelW45656695,"With no need to venture to the shops we are OPEN as usual. If there’s an item you’d like more info on, I can video call you to show you it in more detail!!  
@RachelW45656695
#openforbusiness #coronavirus #online… https://instagram.com/p/B9rESS_n3-M/?igshid=vjygjd9sxwip…"
191,CedtricMorgan,Just a disclaimer to our clients so we can protect ourselves and the general public. Let's stay safe out there and practice good sanitation! Thx to @iamtyrikjackson for this! Go check out his page and webinars coming up he's the truth! #Covid_19 #CoronavirusPandemic #coronavirus
192,T0IDI0T,Has anyone told @realDonaldTrump that @BarackObama had the best pandemic response in the history of the country? And that EVERYONE loved him and revered him because of it? Could be worth a shot. #COVID19 #coronavirus
193,AbhiSbunny,"Shri Radharaman Ji Sabe Whole Humanity Precaution Is The Best Care Take Care  #Coronavirus
@indreshji7"
194,iman09656946,"Hey @realDonaldTrump 

Fire @SeemaCMS 

She’s the fucking worst & is making our government look really bad at its handling of the #coronavirus #Covid_19"
195,Laurence_Nadeau,Don't let #Coronavirus impact #BusinessContinuity. Sign up now for 3 months of free @ALUEnterprise Rainbow Enterprise and keep your teams connected 24/7. http://bit.ly/3cRNSMl
196,gortoshay,Day 1 kids are making invitations and a multi choice for a family movie later on #coronavirus #ideasforsmallpeople
197,JoshPaciorek,The only way we’re going to break this cycle is by limiting person to person contact. It’s a necessary step to beat the #coronavirus. @RepFredUpton will keep working to get that word out & encourages employers across #MI06 to explore ways for their employees to telework.
198,aussiemath,#Covid19 #coronavirus When and How to Wash Your Hands | #Handwashing | .@CDC https://cdc.gov/handwashing/when-how-handwashing.html…
199,coronaVirusy,"Black people are NOT immune to Coronavirus. There is NO SCIENTIFIC EVIDENCE to back this claim!  Disinformation will not get us anywhere.  Keep yourselves self. Wash your hands with SOAP and WATER.  Stay vigilant. Don't be foolish 

@umwalimu
#coronavirus
#Tanzania"
200,wfd_wfd,Here’s to hoping @EtatdeVaud finally puts in place stringent measures to make a dent against the fast-spreading #coronavirus. #CoronavirusCH
201,AndyOstroy,Blaming #Obama? Seriously? This is like having your house robbed and blaming the prior owner for not having installed the best locks. You’re a moron... and a failure. And a sociopath who’s causing Americans to DIE... #Trump #coronavirus
202,ksorbs,"Nobody is saying that COVID-19 doesn't pose a hazard and common sense precautions shouldn't be taken, especially with the elderly... but the media is reacting as if we are actually living in that Steven Soderbergh Contagion movie, which is far from the case.

#coronavirus"
203,DaveHill,Sadiq Khan has cancelled this weekend's planned St Patrick's Day parade and celebration in London. He says he felt he had no choice after a number of performers withdrew over #coronavirus fears: https://onlondon.co.uk/london-st-patricks-day-parade-cancelled-due-to-coronavirus/… #StPatricksDay #StPatricksDayParade
204,WHO,"There are simple things we each must do to protect ourselves from #COVID19, including  washing with  &  or alcohol-based rub.
WHO is launching the #SafeHands Challenge to promote the power of clean  to fight #coronavirus.
Join the challenge & share your  washing video!"
205,cngmiumiu,"the detectable
SARS-CoV-2 RNA persisted for a median of 20 (8-37 days) days in survivors and that it was sustained until death in nonsurvivors.  @CDCgov @nytimes @NPR #coronavirus https://thelancet.com/pb-assets/Lancet/pdfs/S014067362305663.pdf…"
206,EuropeanUnionC,"In Madrid, people put bags on their heads to protect themselves from the #coronavirus
#Covid_19 #COVID19 #CoronavirusSpain #Spain"
207,QuickTake,"Italy has virtually brought a halt to normal life, winding the economy down to stem the spread of the #coronavirus.

Here’s a look at Rome on lockdown. More @business: https://trib.al/6iwIoNl #CoronavirusItalia #Covid_19"
208,DavidDe38037005,"With every wash of my hands I feel the deaths of millions of viruses and I whisper gentle in to disinfected viral graveyard of hands ""You did this to yourselves, because you came after @tomhanks, nobody put hanksy in a quarantine"" #Coronavirus #washyourhandsforhanks"
209,MDani512,"Ibn-ul-Qayyim:
“When I was in Makkah and couldn’t find a doctor, I instead read al-Faatihah over a glass of Zamzam-water several times. I thereafter drank it and noticed how I became all well.”
(at-Tibb an-Nabawi, P.164)

#Jumma_Mubarak 
#coronavirus
@MDani512"
210,alaminkimathi,#Coronavirus A public health information aid. Please retweet.
211,AmbSchaefer,The #Coronavirus is a challenge to all of us. Germany is providing R2.5 mln to SA for test kits. Let's work together to fight the pandemic! We stand in solidarity. #CoronaVirusSA
212,moderatedew,"Please stop panicking 

Your platform makes this hysterical tweeting deeply irresponsible 

There is a plan 

This is the plan

 #FlattenTheCurve 

There is no better plan 

#Coronavirus #COVID19"
213,akcaalanfatih,"Wore a mask.
Wanted to quarantine.
Canceled sporting events.
Root of the problem was a bat.

You were right, Bane. We apologize.
#coronavirus #Covid_19"
214,scarlettpeach,"If you are over 60 and happy that Boris Johnson has chosen to play with our lives, remember that the Niguarda hospital in Milan is not ventilating anyone over 60 with #coronavirus. 

The World Health Org rates the Italian health service as the 2nd best in the world. UK is 18th."
215,spaceangel1964,"“Act as if you’re infected and don’t want to pass it on. Not as if you’re trying to avoid being infected.”

Excellent advice from @GrahamMedley an expert on infectious diseases. Please pass it on!
#Coronavirus #Covid_19"
216,KhaledBeydoun,"This is how the mainstream media sneakily and diabolically pushes Islamophobia. 

What do mosques, Muslims and minarets have to do with #Coronavirus in Europe?   

Plus - These are pictures from Turkey - the Asian side, @Nytimes.

RETWEET"
217,Healthmac,"Dear friends, partners, and citizens,

Today marks a turning point in the #Coronavirus #COVID19 response in Canada. 

Our public health leaders are truly adapting in a meaningful way to the @WHO announcement this week that this has become a #pandemic."
218,heathlyn23,"#coronavirus all jokes aside. This is so awful, affecting everyone "
219,tedlieu,"Dear @realDonaldTrump: When are we going to get sufficient test kits for #coronavirus? And when will the labs have the materials they need to process the tests? 

#Covid_19 is already here now in the U.S. Can you please focus on the crises at hand? Thank you."
220,hellojxy,Me at home during the 14 day self isolation period #coronavirus
221,ANCALERTS,South Korea reports more recoveries than #coronavirus cases for the first time http://bit.ly/3cVtmu8 #COVID19
222,ANI,Google: We can confirm that an employee from our Bengaluru office has been diagnosed with COVID-19. He was in one of our Bengaluru offices for a few hours before developing any symptoms. The employee has been on quarantine since then. #CoronaVirus
223,charlieSuch98,Potentially life saving information for you all #Coronavirus
224,SonexStella,"SONE, wherever you are in the world, stay safe and remember to wash your hands.
#Coronavirus #Covid_19"
225,rapplerdotcom,"JUST IN. Batangas province confirms first positive case of COVID-19. #coronavirus | via @bnzmagsambol 

Story to follow on http://rappler.com/coronavirus"
226,reducto1art,"WHO is under CCP absolute control 
#2019nCoV #CCP_is_terrorist #coronavirus"
227,pentzman,If you really want to see how much @realdonaldtrump and the @GOP care about the American people just keep track of who is getting the #coronavirus test in government right away and who’s not #COVID19 #TrumpVirus
228,SaraAnnRose,Please share. Heartfelt story from Italy shared from a FB group. #CoronaVirus #italy
229,OfficialJoelF,#BREAKING: Disney World is closing on March 15 through end of month. #coronavirus
230,tarastrong,Member when the president said #coronavirus is a hoax?
231,LaceyUp,I can’t even  #coronavirusmemes #CoronavirusPandemic #coronavirus
232,ajplus,Here's what you need to know about self-quarantine. #Coronavirus
233,PressTV,US military might have brought #coronavirus to #China’s #Wuhan: Beijing
234,Charles_HRH,"Have we tried unplugging 2020, waiting 10 seconds, then plugging it back in? #coronavirus"
235,SURAFELber,End of Days by sylvia browne #coronavirus
236,COVIDlatest,"Top 50 #Coronavirus Infected Nations
Last update: March 12, 2020, 21:50 GMT"
237,THR,Just in: Disney has pushed the release of #Mulan amid the #coronavirus pandemic
238,jennlyalzate,Good morning President The best ka talaga  #CoronaVirusUpdate #coronavirus #PresidentDuterte
239,halar_arijo,"EARTH JUST NEEDED A BREAK!
#CORONAVIRUS #WORLD"
240,presidentgannon,thedad barstoolsports @joerogan #coronavirus https://instagram.com/p/B9pdN_lFqZN/?igshid=1wm68p8rpfeub…
241,StevenKelly82,So true!!! #Coronavirus
242,SkyNews,"An elderly Italian man became emotional when he was asked how he felt about the #coronavirus outbreak.

Read more about the situation in Italy here: https://trib.al/YMLCP89"
243,ABC13Miya,Umm. Judge @LinaHidalgoTX just said the guy who went to @RODEOHOUSTON cookoff is not coorperating and won’t tell officials which tent he was at.  #coronavirus #abc13 https://abc13.com/health/what-we-know-about-the-18-houston-area-coronavirus-cases/5999764/…
244,dabeard,"Success story: How swift, decisive action helped Taiwan—just 81 miles off mainland China—ward off #coronavirus. It has only 47 cases so far. https://businessinsider.com/coronavirus-taiwan-case-study-rapid-response-containment-2020-3… #Covid_19"
245,TeaPainUSA,We should condemn Mar-a-Lago and turn it into a #coronavirus containment facility.
246,ElectronicsIxe,"Congrats @YouTube on having algorithms displaying corp media results 1st rather than channel results when searching for ""White House"". Steer people to talking heads fearmongering, rather than where they can hear words straight from @realDonaldTrump & other officials #coronavirus"
247,karl_diesel,"Beavis was right all along. 

#Coronavirus"
248,David_Leavitt,"Senate Republicans blocked a paid sick leave and free #coronavirus testing bill but approved $1.5 trillion for Wall Street.

Fuck the @GOP & @realDonaldTrump"
249,mir_ocall,"Ireland needs daily figures/updates on the #coronavirus numbers. 

Tests

In Isolation

With Symptoms 

In ICU

Recovered 

Dead

This is the normal practice in other European countries. There is no reason for Ireland to be different. People have right to know. 

@ProfJohnCrown"
250,decunningham2,"Great news guys, #Coronavirus scare is gonna end soon!"
